appno_norm,appl_type,appno_digits,appno,letter_date,letter_year,company_name,file_name,n_appnos_in_letter,has_prior_cr_letter,n_cr_letters_for_appno,cycle_method,cycle_type,label,text_len,SponsorName,ReviewPriority,event_dt,event_year,neg_tier,p_m14_cal_precomputed,SubmissionClassCode,second_cycle_ap,ref_date,ref_method,p_crl,p_source,risk_band,raw_p_uncalibrated,confidence_flag,_coverage,_feature_sources,p_rescore_offline,crosscheck_abs_diff
219868,NDA,219868,NDA219868,,,,,,,,,,0,,AZURITY,STANDARD,2025-10-16,2025,B_drugsfda_2025_approval,,TYPE 10,False,2024-12-16,event_dt_minus_clock,0.09285671,offline_builder_scored,moderate,0.11636573,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
219423,NDA,219423,NDA219423,,,,,,,,,,0,,AZURITY,STANDARD,2025-06-05,2025,B_drugsfda_2025_approval,,TYPE 4,False,2024-08-05,event_dt_minus_clock,0.09314622,offline_builder_scored,moderate,0.11674553,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
219847,NDA,219847,NDA219847,,,,,,,,,,0,,AZURITY,STANDARD,2025-06-16,2025,B_drugsfda_2025_approval,,TYPE 3,False,2024-08-16,event_dt_minus_clock,0.12079358,offline_builder_scored,moderate,0.1530304,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
217338,NDA,217338,NDA217338,,,,,,,,,,0,,RB HLTH,STANDARD,2025-12-22,2025,B_drugsfda_2025_approval,,TYPE 4,False,2025-02-21,event_dt_minus_clock,0.1314661,offline_builder_scored,moderate,0.16701709,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
761212,BLA,761212,BLA761212,,,,,,,,,,0,,LUPIN LTD,STANDARD,2025-11-28,2025,B_drugsfda_2025_approval,,UNKNOWN,False,2025-01-28,event_dt_minus_clock,0.24040616,offline_builder_scored,elevated,0.30698566,moderate_confidence_no_edgar_signal,0.4,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
219972,NDA,219972,NDA219972,,,,,,,,,,0,,BAYER HEALTHCARE,PRIORITY,2025-11-19,2025,B_drugsfda_2025_approval,,TYPE 1,False,2025-01-19,event_dt_minus_clock,0.08293842,offline_builder_scored,moderate,0.10336495,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
219592,NDA,219592,NDA219592,,,,,,,,,,0,,TELIX INNOVATIONS,STANDARD,2025-03-20,2025,B_drugsfda_2025_approval,,TYPE 5,False,2024-05-20,event_dt_minus_clock,0.21019395,offline_builder_scored,elevated,0.26884514,low_confidence_sponsor;moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
218922,NDA,218922,NDA218922,,,,,,,,,,0,,CIPLA,STANDARD,2025-02-19,2025,B_drugsfda_2025_approval,,TYPE 3,False,2024-04-21,event_dt_minus_clock,0.11081254,offline_builder_scored,moderate,0.1399337,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
219155,NDA,219155,NDA219155,,,,,,,,,,0,,LEO PHARMA AS,STANDARD,2025-07-23,2025,B_drugsfda_2025_approval,,TYPE 1,False,2024-09-22,event_dt_minus_clock,0.11539393,offline_builder_scored,moderate,0.14594655,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
761152,BLA,761152,BLA761152,,,,,,,,,,0,,OMEROS CORP,PRIORITY,2025-12-23,2025,B_drugsfda_2025_approval,,TYPE 1,False,2025-02-22,event_dt_minus_clock,0.27865579,offline_builder_scored,high,0.35433101,low_confidence_sponsor;moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
210745,NDA,210745,NDA210745,,,,,,,,,,0,,AMGEN INC,STANDARD,2025-08-29,2025,B_drugsfda_2025_approval,,TYPE 5,False,2024-10-29,event_dt_minus_clock,0.1400589,offline_builder_scored,moderate,0.17825845,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
761326,BLA,761326,BLA761326,,,,,,,,,,0,,NOVO NORDISK INC,STANDARD,2026-03-26,2026,B_drugsfda_2025_approval,,TYPE 1,False,2025-05-26,event_dt_minus_clock,0.28547695,offline_builder_scored,high,0.36265582,moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
217379,NDA,217379,NDA217379,,,,,,,,,,0,,"FLEX PHARMA, LLC",STANDARD,2026-05-29,2026,B_drugsfda_2025_approval,,TYPE 5,False,2025-07-29,event_dt_minus_clock,0.21019395,offline_builder_scored,elevated,0.26884514,low_confidence_sponsor;moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
220736,NDA,220736,NDA220736,,,,,,,,,,0,,"GALDERMA LABORATORIES, L.P",STANDARD,2026-05-22,2026,B_drugsfda_2025_approval,,TYPE 8,False,2025-07-22,event_dt_minus_clock,0.16594668,offline_builder_scored,elevated,0.21197219,low_confidence_sponsor;moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
220482,NDA,220482,NDA220482,,,,,,,,,,0,,HAISCO PHARMACEUTICAL GROUP CO LTD,STANDARD,2026-05-29,2026,B_drugsfda_2025_approval,,TYPE 1,False,2025-07-29,event_dt_minus_clock,0.16594668,offline_builder_scored,elevated,0.21197219,low_confidence_sponsor;moderate_confidence_no_edgar_signal,0.5,"{""is_bla"": ""appno_prefix"", ""priority"": ""drugsfda_orig"", ""SubmissionClassCode"": ""drugsfda_orig"", ""n_prior_filings"": ""drugsfda_sponsor"", ""n_drug_inspections_5y_fix"": ""absent"", ""sponsor_has_warning"": ""live_warning_letters"", ""has_bt"": ""absent"", ""has_ft"": ""absent"", ""has_aa"": ""absent"", ""n_8ks_30_180_clean"": ""absent"", ""ctgov_failed_primary"": ""absent_no_source"", ""ctgov_any_randomized"": ""absent_no_source"", ""sponsor_has_orphan_history"": ""absent_no_source""}",,
